age,education,marital_status,employment_type,employment_length_years,annual_income,credit_history_length,num_open_accounts,credit_limit,credit_utilization,existing_debt,num_late_payments_12m,num_credit_inquiries_6m,loan_amount_requested,home_ownership,purpose,default
34,high_school,married,salaried,7.2,21954.55,11,1,13072.34,0.075,17225.61,0,0,4437.45,MORTGAGE,debt_consolidation,0
53,high_school,married,salaried,14.4,30521.49,28,9,22625.43,0.406,11703.32,1,2,9656.09,OWN,car,0
41,high_school,married,salaried,9.3,21251.24,18,4,7629.06,0.5,8431.08,2,0,3068.53,RENT,home_improvement,0
27,bachelors,single,salaried,3.0,28568.47,7,1,10687.67,0.493,6955.1,1,2,7329.72,RENT,credit_card,0
31,bachelors,married,salaried,5.6,16464.4,7,2,7593.39,0.296,2890.81,1,2,984.14,MORTGAGE,credit_card,1
48,high_school,single,salaried,5.6,61435.25,25,6,42528.4,0.333,42891.37,1,1,15286.6,RENT,debt_consolidation,0
31,bachelors,married,unemployed,0.0,9940.26,10,8,3024.95,0.422,2751.35,0,0,1951.5,OWN,other,1
43,masters,single,salaried,12.1,41681.58,22,3,11477.25,0.165,4496.07,0,2,13811.7,OWN,debt_consolidation,0
41,masters,married,salaried,10.0,64500.42,22,3,28209.0,0.283,9427.35,1,0,13288.16,RENT,home_improvement,0
32,bachelors,single,salaried,2.9,39128.81,12,3,16194.52,0.525,10269.09,1,1,5138.18,MORTGAGE,car,1
66,masters,single,self_employed,24.5,54708.2,42,11,16523.32,0.385,10525.65,2,0,5641.11,MORTGAGE,debt_consolidation,1
48,masters,married,salaried,7.6,74931.09,25,6,51158.24,0.464,24148.26,0,1,29457.54,MORTGAGE,home_improvement,0
21,high_school,single,salaried,0.0,20793.16,3,8,5975.3,0.062,7397.63,0,0,5862.53,MORTGAGE,home_improvement,0
42,high_school,married,salaried,4.9,49045.57,24,3,14486.74,0.497,9371.75,1,3,3089.08,RENT,home_improvement,0
32,bachelors,divorced,salaried,6.0,29472.38,10,8,7608.93,0.735,6365.35,1,1,5800.04,MORTGAGE,home_improvement,1
50,high_school,married,self_employed,5.6,25372.13,27,6,17322.26,0.424,13811.04,2,1,3529.47,RENT,medical,1
30,high_school,married,unemployed,0.0,9477.06,7,1,1726.72,0.063,5607.63,1,0,2953.17,RENT,credit_card,0
39,bachelors,married,salaried,5.4,36294.06,15,3,9571.93,0.434,25368.22,1,1,9444.91,OWN,credit_card,1
46,high_school,single,salaried,11.7,34700.25,21,3,19590.65,0.406,12971.21,0,0,5598.7,RENT,medical,0
50,high_school,married,salaried,6.0,40627.07,25,10,12478.62,0.287,4176.34,1,0,7411.84,RENT,medical,0
26,bachelors,single,salaried,1.8,22091.2,5,1,8133.69,0.276,3895.3,1,0,4651.82,MORTGAGE,debt_consolidation,1
36,bachelors,single,salaried,2.5,33807.2,16,3,10970.16,0.242,5595.39,0,1,8244.22,RENT,home_improvement,0
34,masters,single,self_employed,7.1,42917.34,10,3,11006.3,0.422,7546.32,2,1,6566.09,OWN,credit_card,0
32,bachelors,married,salaried,3.9,,13,5,6534.56,0.294,7274.12,0,0,3002.5,RENT,car,0
61,bachelors,married,retired,19.4,45313.86,42,3,22465.88,0.361,8405.34,1,0,8855.0,RENT,credit_card,0
45,bachelors,divorced,salaried,13.3,32866.85,21,6,12884.57,0.141,10570.35,0,1,4967.4,OWN,credit_card,0
25,high_school,married,salaried,0.7,18289.17,7,2,5898.91,0.123,4493.07,0,0,1089.08,OWN,debt_consolidation,0
51,high_school,married,retired,11.4,,30,6,22825.85,0.69,19441.97,2,1,8156.2,RENT,credit_card,1
65,masters,married,salaried,,48988.82,41,8,39187.97,0.068,5438.04,0,0,5799.6,RENT,credit_card,0
52,bachelors,married,self_employed,5.6,53465.83,30,2,23638.07,0.083,7912.49,0,1,18654.25,OWN,credit_card,0
22,masters,single,salaried,0.4,47296.5,0,4,15855.66,0.333,8040.82,0,0,2879.04,OWN,debt_consolidation,0
34,bachelors,single,self_employed,2.6,50473.73,16,1,10610.43,0.164,4224.57,0,1,4957.2,MORTGAGE,other,0
55,high_school,married,salaried,12.6,24177.53,34,6,13107.94,0.167,10385.74,2,0,4832.66,RENT,debt_consolidation,0
32,bachelors,married,salaried,2.6,27192.93,7,4,15158.52,0.266,5732.52,0,2,4431.65,MORTGAGE,other,0
45,bachelors,married,salaried,5.7,23415.96,26,6,16391.12,0.701,21032.26,3,2,5693.92,OWN,credit_card,1
49,bachelors,married,salaried,10.8,61089.29,31,5,17347.88,0.172,7094.62,1,1,12786.78,MORTGAGE,debt_consolidation,0
29,bachelors,single,salaried,3.2,47694.15,5,2,15397.32,0.625,12627.63,2,1,5429.32,RENT,medical,0
39,phd,single,retired,5.0,46168.11,19,2,22824.13,0.193,24738.46,0,2,7083.21,RENT,credit_card,0
21,masters,divorced,salaried,0.0,36085.7,0,4,10238.14,0.15,2493.33,1,0,1827.0,RENT,home_improvement,0
28,masters,single,salaried,3.2,38853.91,3,3,15265.87,0.211,6447.01,1,1,4471.53,MORTGAGE,car,0
37,high_school,single,salaried,7.3,25021.68,14,3,7983.34,0.559,34675.7,0,2,5209.45,OWN,other,1
25,high_school,married,self_employed,2.1,15762.88,5,3,7555.93,0.155,2368.09,1,0,2415.58,MORTGAGE,credit_card,0
60,high_school,married,unemployed,0.0,12612.95,39,10,4421.03,0.162,2277.7,0,0,817.53,OWN,car,0
23,high_school,married,salaried,0.9,16667.84,2,1,5508.38,0.07,24821.23,4,0,3157.27,OWN,debt_consolidation,1
35,bachelors,married,salaried,5.1,17991.31,11,7,10850.64,0.385,4550.3,1,1,6913.14,RENT,debt_consolidation,0
42,bachelors,widowed,unemployed,0.0,16330.85,23,5,11012.34,0.419,6561.97,4,1,3336.68,RENT,debt_consolidation,1
57,bachelors,single,salaried,7.5,40831.65,33,6,30963.38,0.339,12745.52,0,1,11588.47,MORTGAGE,debt_consolidation,1
23,masters,married,salaried,0.8,41425.86,2,1,6471.78,0.099,920.51,0,1,2650.2,MORTGAGE,credit_card,0
54,masters,married,salaried,19.0,60297.79,33,3,42971.19,0.142,9424.28,2,0,12611.09,MORTGAGE,debt_consolidation,0
40,high_school,single,salaried,5.2,47529.64,19,2,11666.65,0.155,2195.99,1,0,14910.83,MORTGAGE,credit_card,0
28,masters,married,self_employed,1.4,27690.01,9,3,16078.58,0.221,7657.74,1,2,1927.25,RENT,medical,0
46,bachelors,married,salaried,8.5,57141.3,22,7,38952.14,0.616,27999.28,0,3,9464.2,OWN,credit_card,0
42,bachelors,married,salaried,3.2,40559.27,21,8,25951.35,0.125,6267.96,0,1,14445.39,RENT,car,0
33,masters,divorced,salaried,,54198.6,9,4,23301.33,0.259,7432.35,1,2,10028.54,MORTGAGE,car,0
41,high_school,married,salaried,3.4,28191.96,19,4,7133.02,0.175,1596.49,1,1,8979.73,MORTGAGE,car,0
35,masters,married,salaried,8.0,42013.98,11,3,13219.48,0.297,9531.23,2,0,7150.63,MORTGAGE,medical,0
41,bachelors,divorced,salaried,10.8,56003.71,20,6,36538.61,0.202,9670.25,1,0,4608.83,RENT,credit_card,0
48,masters,married,salaried,5.4,45015.23,27,5,29688.92,0.524,15947.23,0,0,15914.72,MORTGAGE,medical,0
59,phd,married,salaried,8.2,64789.83,38,4,22181.76,0.14,7492.09,1,1,4445.69,MORTGAGE,debt_consolidation,0
25,bachelors,married,self_employed,2.3,30842.86,6,7,14132.73,0.398,10052.41,1,0,4167.55,RENT,debt_consolidation,0
66,high_school,married,salaried,23.2,25632.0,41,7,19401.23,0.347,10040.95,1,1,6786.7,RENT,car,0
21,high_school,married,salaried,,20389.81,3,0,6406.81,0.383,9081.69,1,2,1521.14,MORTGAGE,debt_consolidation,1
38,high_school,single,self_employed,5.1,31682.0,13,5,14349.39,0.108,4677.49,0,0,3209.86,RENT,debt_consolidation,0
47,high_school,divorced,salaried,5.2,45148.05,22,6,21405.83,0.364,9297.46,1,0,3172.54,MORTGAGE,car,0
43,masters,single,retired,9.4,24889.52,24,5,16599.79,0.417,7514.42,2,0,8966.3,MORTGAGE,car,0
33,high_school,married,self_employed,7.0,16178.63,12,3,4548.88,0.292,3254.59,0,0,2820.26,RENT,debt_consolidation,0
38,phd,single,salaried,3.5,58704.69,13,5,11274.65,0.587,10795.4,0,1,9709.47,MORTGAGE,car,1
34,bachelors,married,salaried,6.7,30631.58,12,6,6807.36,0.191,1812.19,1,1,7487.47,RENT,other,0
33,high_school,widowed,retired,5.0,10328.6,11,2,2380.12,0.115,1694.04,0,0,2477.58,RENT,car,0
50,bachelors,divorced,salaried,5.9,51808.15,25,2,31170.52,0.213,9282.71,0,3,10481.93,MORTGAGE,debt_consolidation,0
44,bachelors,married,salaried,8.2,48228.71,20,5,32267.15,0.371,14806.73,1,0,10478.04,MORTGAGE,medical,0
32,bachelors,married,self_employed,4.1,47572.81,10,4,18838.02,0.276,9747.61,1,0,18641.72,OWN,debt_consolidation,0
51,bachelors,married,salaried,4.6,53518.56,32,6,27816.3,0.267,9223.56,0,1,7084.57,MORTGAGE,car,0
44,high_school,single,salaried,8.4,43967.82,23,2,19690.62,0.18,4062.46,2,1,5752.53,MORTGAGE,credit_card,0
50,bachelors,single,salaried,12.8,52029.41,28,8,20315.63,0.268,6602.25,2,0,16417.61,MORTGAGE,debt_consolidation,0
48,bachelors,married,self_employed,13.3,100498.18,27,1,54174.13,0.47,42623.77,1,0,17897.31,MORTGAGE,home_improvement,0
30,masters,divorced,unemployed,0.0,18323.59,8,2,4710.31,0.553,5162.65,1,1,3582.22,MORTGAGE,car,1
33,masters,married,salaried,6.5,50230.98,12,6,14634.16,0.256,5801.75,0,1,17381.32,MORTGAGE,car,1
49,high_school,married,salaried,6.3,19955.05,25,5,13118.36,0.139,4779.56,0,0,3506.6,MORTGAGE,home_improvement,1
47,high_school,divorced,retired,11.6,37576.41,23,6,18605.66,0.582,13871.63,1,0,12276.84,MORTGAGE,home_improvement,0
40,bachelors,married,salaried,7.6,36403.46,19,2,15042.65,0.377,7470.47,3,1,14085.68,RENT,debt_consolidation,1
41,phd,single,salaried,10.9,75829.69,23,3,24656.94,0.263,7716.5,1,0,22445.0,RENT,credit_card,0
55,bachelors,married,salaried,5.7,58305.66,30,5,31582.72,0.326,19405.21,1,1,6631.9,RENT,other,0
33,high_school,married,salaried,2.8,27308.6,15,2,7009.01,0.023,719.85,0,0,5081.97,OWN,credit_card,0
47,high_school,married,salaried,5.3,30010.28,24,4,16777.92,0.076,5170.61,0,1,2751.66,RENT,credit_card,0
38,high_school,single,salaried,5.1,27448.24,18,4,6338.92,0.281,2709.14,2,0,9910.95,MORTGAGE,credit_card,1
37,high_school,married,salaried,4.8,11920.93,18,0,7407.28,0.064,806.11,0,0,3396.06,MORTGAGE,other,0
53,bachelors,divorced,self_employed,6.1,35197.45,35,4,20377.63,0.655,33824.42,4,1,11101.02,MORTGAGE,home_improvement,0
50,bachelors,single,self_employed,11.1,42862.85,27,2,24688.86,0.214,7633.56,2,1,2371.51,RENT,car,0
50,high_school,single,unemployed,0.0,,30,4,4006.73,0.508,5380.6,0,3,717.11,MORTGAGE,home_improvement,1
56,high_school,married,retired,6.4,27096.03,37,4,10044.71,0.373,6245.02,2,0,2641.67,MORTGAGE,debt_consolidation,0
40,bachelors,married,unemployed,0.0,8171.5,20,3,5095.13,0.122,3184.98,0,2,2457.78,OWN,debt_consolidation,1
48,masters,married,salaried,15.3,74289.17,28,6,25949.91,0.299,15998.75,1,2,24407.7,MORTGAGE,debt_consolidation,0
36,bachelors,married,salaried,4.9,34570.41,17,2,17282.32,0.197,16090.62,2,0,11402.18,OWN,car,0
44,phd,married,salaried,,56171.72,22,5,23996.54,0.357,10525.41,0,1,20146.73,RENT,car,0
38,bachelors,divorced,salaried,6.2,39419.52,16,6,19485.66,0.394,8249.45,1,2,10041.8,MORTGAGE,medical,1
41,high_school,married,salaried,4.4,41992.83,21,5,8959.44,0.112,1970.85,0,1,13022.79,MORTGAGE,home_improvement,0
47,high_school,single,self_employed,8.7,35980.25,24,5,14007.41,0.026,7662.04,0,0,12500.98,OWN,medical,0
30,bachelors,divorced,self_employed,2.1,,9,2,15976.69,0.152,4082.58,0,0,6686.53,RENT,home_improvement,0
65,bachelors,single,salaried,12.6,69064.21,42,6,36311.38,0.077,4111.86,0,0,12770.6,MORTGAGE,other,0
28,bachelors,single,salaried,4.0,39219.06,3,4,19176.96,0.361,7574.21,1,1,9573.31,MORTGAGE,debt_consolidation,1
25,masters,divorced,salaried,0.9,31407.01,2,2,15011.06,0.252,5623.57,0,0,6818.24,RENT,credit_card,0
54,bachelors,single,salaried,12.0,,33,3,24862.69,0.122,9845.13,1,0,8532.09,OWN,car,0
49,high_school,single,salaried,12.5,44788.31,29,5,11081.39,0.537,6727.59,1,1,15396.94,RENT,credit_card,0
47,masters,married,retired,14.6,30263.72,29,6,7439.64,0.125,4981.61,1,0,8317.22,OWN,home_improvement,0
48,bachelors,single,retired,15.3,18845.92,30,5,12606.34,0.091,7534.91,0,1,4869.16,MORTGAGE,home_improvement,0
40,bachelors,married,salaried,5.0,40596.15,19,3,17859.33,0.408,12654.47,1,2,6895.67,RENT,debt_consolidation,0
29,bachelors,married,retired,5.0,23858.11,11,2,13091.84,0.294,7302.03,0,2,2903.2,MORTGAGE,credit_card,0
41,bachelors,married,salaried,6.0,55906.75,21,3,35077.87,0.637,28828.55,1,2,6728.19,RENT,credit_card,0
32,high_school,single,salaried,6.1,39948.38,14,5,18284.92,0.5,12930.76,2,0,5746.71,MORTGAGE,credit_card,1
52,bachelors,divorced,salaried,6.0,48062.74,28,7,26704.43,0.331,13076.99,2,3,7727.05,RENT,car,0
38,high_school,single,self_employed,4.1,38938.01,17,2,17482.71,0.103,3396.57,0,0,15512.84,MORTGAGE,credit_card,1
30,bachelors,married,salaried,1.7,49564.88,7,3,10601.12,0.232,3591.03,0,0,19506.04,OWN,home_improvement,0
36,high_school,divorced,salaried,4.3,23960.97,14,2,14739.68,0.025,1910.01,0,1,5736.75,MORTGAGE,credit_card,0
45,high_school,married,salaried,13.0,48568.98,24,5,15922.75,0.319,10486.72,2,2,3940.12,RENT,medical,1
33,high_school,single,salaried,2.7,36320.33,8,4,17894.84,0.672,15113.3,3,0,8571.9,RENT,debt_consolidation,1
30,bachelors,single,salaried,2.3,43048.95,7,0,13437.46,0.456,9392.29,0,0,4911.93,RENT,car,0
43,masters,widowed,self_employed,5.4,,21,4,10874.41,0.481,8008.0,0,0,5683.95,MORTGAGE,credit_card,0
43,high_school,married,salaried,6.0,27630.37,22,4,10148.91,0.389,7279.88,2,1,3522.47,MORTGAGE,credit_card,0
34,bachelors,divorced,retired,5.0,16041.15,16,4,4694.46,0.094,7652.37,1,1,2874.39,RENT,debt_consolidation,0
34,high_school,married,retired,5.0,26204.89,9,2,13064.24,0.351,6176.87,1,1,6103.5,MORTGAGE,credit_card,0
43,masters,single,salaried,13.0,39934.36,25,7,29188.59,0.341,11589.8,1,0,6932.58,MORTGAGE,car,0
23,high_school,single,salaried,0.7,16116.82,2,4,2878.53,0.358,1878.44,0,0,4333.96,MORTGAGE,home_improvement,0
23,high_school,divorced,salaried,1.0,15296.29,0,2,6685.86,0.075,6626.46,0,2,2885.8,MORTGAGE,medical,0
31,high_school,married,salaried,4.1,24075.42,9,3,7209.24,0.25,2216.07,0,1,6242.19,MORTGAGE,car,1
37,phd,married,salaried,2.5,65776.27,17,1,13600.67,0.31,11947.27,0,0,13362.69,MORTGAGE,debt_consolidation,0
44,bachelors,married,salaried,9.5,80795.52,26,3,37867.81,0.17,7648.79,1,0,15010.69,RENT,car,0
58,high_school,single,self_employed,21.3,,35,7,20936.39,0.667,16077.44,1,0,8399.04,MORTGAGE,debt_consolidation,0
50,high_school,single,salaried,11.6,28391.1,29,2,14805.69,0.38,8544.42,2,0,4463.41,RENT,debt_consolidation,1
38,high_school,married,salaried,6.6,53439.33,18,5,16599.79,0.083,13263.64,0,1,15709.32,OWN,debt_consolidation,0
40,high_school,single,salaried,8.6,58211.63,19,5,38589.92,0.423,17884.58,0,2,16136.1,OWN,credit_card,0
28,masters,single,retired,5.0,12519.42,10,4,5221.77,0.504,2907.5,0,1,3433.78,MORTGAGE,other,1
40,bachelors,married,salaried,7.7,33347.25,15,3,21545.16,0.174,10321.64,1,0,7092.26,RENT,debt_consolidation,0
37,bachelors,married,salaried,5.3,41070.19,18,4,26092.11,0.354,9551.01,2,2,13183.44,OWN,debt_consolidation,0
44,high_school,single,salaried,3.8,36298.52,22,7,25484.22,0.562,15744.44,2,1,6862.14,MORTGAGE,credit_card,1
30,bachelors,single,salaried,1.8,73122.85,5,3,28329.36,0.569,17697.87,0,2,15017.28,RENT,other,0
46,high_school,widowed,self_employed,11.0,31746.08,24,8,16309.59,0.126,3203.35,0,0,7118.54,MORTGAGE,home_improvement,0
58,high_school,single,salaried,15.9,27473.75,40,5,9420.48,0.118,3514.86,0,0,1644.99,MORTGAGE,credit_card,0
39,bachelors,single,self_employed,4.6,33004.05,17,5,17505.84,0.224,8494.27,0,0,10346.32,MORTGAGE,debt_consolidation,0
45,high_school,single,unemployed,0.0,12628.38,24,1,8362.32,0.114,44487.53,6,1,4020.83,RENT,credit_card,1
48,bachelors,single,salaried,7.4,44801.15,28,5,24464.8,0.846,35904.03,2,3,7480.21,RENT,debt_consolidation,0
35,masters,married,self_employed,4.0,92211.51,12,1,30766.96,0.243,8042.21,0,2,21591.79,MORTGAGE,medical,0
43,high_school,divorced,self_employed,3.9,46185.29,20,8,20224.3,0.715,18048.07,1,3,8988.0,OWN,other,0
40,masters,married,self_employed,7.6,45080.86,20,4,29941.08,0.576,29282.85,0,0,15782.97,OWN,medical,1
41,high_school,married,retired,5.6,24161.68,21,5,15870.14,0.333,9706.31,0,2,8907.27,MORTGAGE,credit_card,1
31,high_school,divorced,salaried,5.2,41799.69,10,2,10107.62,0.172,8344.78,0,2,9479.58,RENT,car,0
40,bachelors,single,salaried,9.7,66589.52,19,6,43587.02,0.074,4112.71,0,1,22156.51,RENT,debt_consolidation,0
46,bachelors,married,salaried,5.2,26770.12,27,3,11536.92,0.341,7185.39,0,1,2255.38,MORTGAGE,credit_card,0
57,high_school,married,salaried,8.0,44729.19,32,5,25014.74,0.316,18962.48,0,2,2332.52,RENT,car,0
52,masters,single,salaried,9.1,41826.64,30,6,22195.87,0.128,4231.58,0,0,10444.66,RENT,credit_card,0
66,phd,married,unemployed,0.0,17989.73,46,7,13184.15,0.657,11717.37,1,1,2286.27,MORTGAGE,car,0
31,high_school,married,salaried,3.0,25286.43,13,1,10301.39,0.482,5399.07,3,0,1820.78,RENT,medical,0
50,masters,married,salaried,8.9,66386.4,29,3,31871.63,0.317,14379.5,0,0,22358.9,MORTGAGE,other,0
42,bachelors,single,salaried,4.5,48781.0,17,3,29812.58,0.63,23572.61,2,2,5990.61,RENT,home_improvement,0
66,masters,single,self_employed,13.5,61586.57,48,6,21982.34,0.356,15048.92,1,1,20826.94,MORTGAGE,home_improvement,0
30,high_school,married,self_employed,3.3,45377.48,9,5,14205.47,0.158,5854.18,0,0,7888.24,RENT,debt_consolidation,0
30,masters,single,salaried,5.3,69804.72,12,2,24089.5,0.214,6369.21,0,0,11123.62,MORTGAGE,credit_card,0
33,high_school,married,salaried,6.3,30366.17,8,3,10137.21,0.409,16739.47,0,0,12108.14,RENT,other,1
21,masters,single,salaried,0.0,66579.83,0,0,17575.02,0.284,7940.27,0,1,3553.44,MORTGAGE,medical,0
34,bachelors,married,retired,5.2,19360.59,12,3,7281.73,0.5,6139.21,1,0,7387.6,MORTGAGE,credit_card,1
31,bachelors,single,retired,5.0,9871.5,7,2,4150.9,0.426,5431.01,1,3,1894.97,MORTGAGE,debt_consolidation,0
42,high_school,married,salaried,11.2,,22,4,10239.92,0.539,9202.67,0,3,2318.4,OWN,other,1
44,masters,divorced,self_employed,7.0,52015.7,22,7,21707.65,0.385,19379.16,0,0,4902.28,RENT,home_improvement,0
63,bachelors,divorced,self_employed,17.5,80759.6,45,11,72802.2,0.133,16679.8,0,1,30857.51,MORTGAGE,medical,0
51,bachelors,married,salaried,8.0,33264.94,27,6,23123.17,0.14,19507.92,1,1,9563.0,RENT,debt_consolidation,0
33,bachelors,single,self_employed,6.0,38288.35,12,6,13716.22,0.273,6995.68,2,0,4087.86,MORTGAGE,other,0
29,masters,married,salaried,3.1,102274.76,8,1,50733.13,0.376,21015.95,0,0,26707.81,MORTGAGE,debt_consolidation,0
46,high_school,married,salaried,13.8,37961.28,28,5,14355.46,0.384,8338.49,1,0,6809.12,MORTGAGE,debt_consolidation,0
24,high_school,widowed,retired,5.0,23087.21,3,2,8082.74,0.433,8955.48,0,0,6818.48,RENT,home_improvement,0
62,masters,married,salaried,9.2,45467.07,41,6,21872.94,0.528,16589.01,0,0,13038.71,OWN,medical,0
54,bachelors,married,self_employed,19.7,26449.35,29,5,15156.79,0.304,8177.19,1,2,5320.93,MORTGAGE,home_improvement,0
34,high_school,married,salaried,4.9,16485.18,11,1,9266.51,0.052,2986.23,0,0,4682.76,MORTGAGE,credit_card,0
21,high_school,married,salaried,0.0,32729.83,0,2,5393.65,0.316,4850.03,0,0,5676.03,MORTGAGE,debt_consolidation,0
56,masters,married,salaried,10.4,59967.79,36,6,20735.25,0.465,10826.4,0,1,9439.08,MORTGAGE,credit_card,0
39,high_school,single,unemployed,0.0,7014.96,14,2,3224.22,0.137,3979.67,0,1,2667.96,MORTGAGE,debt_consolidation,1
55,bachelors,single,salaried,6.2,90316.74,35,6,23818.89,0.087,6432.37,1,0,34772.09,OWN,home_improvement,0
21,masters,married,salaried,0.0,53275.07,0,0,26478.2,0.738,22173.42,0,1,17091.41,MORTGAGE,car,0
33,high_school,divorced,salaried,6.9,33491.57,10,2,8951.52,0.018,1314.55,0,1,11723.86,MORTGAGE,home_improvement,0
40,masters,married,salaried,3.9,79040.27,21,6,20030.57,0.392,10753.05,0,0,20397.08,RENT,credit_card,0
41,bachelors,married,salaried,11.1,38479.79,18,3,16824.54,0.281,9739.74,0,1,3841.29,RENT,debt_consolidation,1
35,bachelors,single,unemployed,0.0,10400.16,14,3,3782.92,0.281,1675.55,2,0,2494.21,MORTGAGE,credit_card,1
47,bachelors,married,salaried,13.3,29039.54,24,5,15020.98,0.479,7822.69,2,0,4300.4,RENT,other,0
27,bachelors,single,self_employed,2.8,26753.6,2,2,7463.63,0.578,13774.41,0,0,1637.78,RENT,debt_consolidation,1
38,high_school,married,salaried,7.1,28206.81,19,6,9125.09,0.478,6899.24,0,0,6865.14,RENT,debt_consolidation,0
41,high_school,married,salaried,4.1,32184.28,17,0,12351.08,0.59,8186.34,0,1,5547.95,MORTGAGE,debt_consolidation,0
46,masters,married,salaried,10.2,,21,5,37744.91,0.464,18055.46,1,1,28620.42,OWN,debt_consolidation,0
49,high_school,single,self_employed,8.6,61951.21,28,7,43628.42,0.203,9980.83,1,3,19544.24,OWN,car,0
27,masters,married,self_employed,1.2,123626.44,8,4,27149.47,0.206,7297.68,0,1,26277.64,RENT,debt_consolidation,0
22,high_school,single,salaried,0.5,51240.29,2,0,22315.19,0.349,9457.85,0,2,10281.38,MORTGAGE,home_improvement,1
55,bachelors,married,self_employed,13.5,81146.71,37,6,22833.22,0.42,10823.02,0,4,21796.99,OWN,debt_consolidation,0
44,masters,married,salaried,11.2,32813.56,19,4,22213.34,0.427,12326.17,1,1,8587.71,MORTGAGE,credit_card,0
31,high_school,married,salaried,3.7,45295.13,9,1,17340.75,0.83,19018.95,2,2,7192.16,OWN,credit_card,0
59,masters,single,salaried,15.1,130896.22,36,7,37169.16,0.255,12397.65,1,1,27774.23,MORTGAGE,home_improvement,0
41,bachelors,divorced,salaried,9.4,42639.12,17,1,12548.69,0.553,10550.18,0,1,11050.13,OWN,car,0
54,bachelors,married,salaried,8.6,26956.23,29,9,15236.17,0.571,14181.88,3,2,3099.03,OWN,credit_card,1
41,bachelors,married,salaried,10.6,43642.94,17,4,9625.41,0.863,15902.01,0,0,3228.14,RENT,medical,0
65,high_school,married,salaried,14.9,58201.54,40,12,38205.71,0.328,21786.21,1,1,5896.57,RENT,medical,0
61,high_school,married,salaried,18.8,46387.07,37,9,31138.36,0.428,13855.49,1,0,16060.23,RENT,car,0
37,bachelors,married,salaried,4.7,33043.83,15,4,20266.46,0.675,19179.77,4,1,1845.24,MORTGAGE,other,1
52,high_school,divorced,self_employed,14.4,40739.42,28,4,23557.9,0.052,35454.97,0,0,13323.77,OWN,debt_consolidation,0
48,high_school,divorced,salaried,4.6,,28,10,32592.26,0.078,4583.16,0,2,12566.9,MORTGAGE,other,0
56,masters,married,salaried,19.9,76830.12,34,5,27878.99,0.267,8321.47,0,0,21960.34,RENT,debt_consolidation,0
28,masters,married,retired,5.0,38806.21,8,3,7685.75,0.391,6027.54,0,2,6580.28,RENT,debt_consolidation,0
